Harvest;Syst;Mod;Exp;Tree;Rang;Cal;W_calibre;N_sain_cal;N_rot_cal;N_pic_cal;N_epi_cal;N_tot_cal;perc_rot;perc_cal
3;ECO;S2M4;M4_200_50%;2;R1;2A;0;0;0;0;0;0;NA;0
3;ECO;S2M4;M4_200_50%;2;R1;3A;0;0;0;0;0;0;NA;0
3;ECO;S2M4;M4_200_50%;3;R1;C;380;3;0;1;0;4;0;6.153846154
3;ECO;S2M4;M4_200_50%;3;R1;B;2612;15;0;4;1;20;0;30.76923077
3;ECO;S2M4;M4_200_50%;3;R1;A;4727;23;5;1;0;29;0.172413793;44.61538462
3;ECO;S2M4;M4_200_50%;3;R1;2A;1915;5;0;4;1;10;0;15.38461538
3;ECO;S2M4;M4_200_50%;3;R1;3A;514;1;0;1;0;2;0;3.076923077
3;ECO;S2M4;M4_200_50%;4;R6;C;2597;20;0;3;2;25;0;27.77777778
3;ECO;S2M4;M4_200_50%;4;R6;B;4952;34;0;4;0;38;0;42.22222222
3;ECO;S2M4;M4_200_50%;4;R6;A;3524;14;2;6;0;22;0.090909091;24.44444444
3;ECO;S2M4;M4_200_50%;4;R6;2A;797;2;0;2;0;4;0;4.444444444
3;ECO;S2M4;M4_200_50%;4;R6;3A;236;1;0;0;0;1;0;1.111111111
3;ECO;S2M4;M4_200_50%;5;R6;C;922;9;0;1;1;11;0;12.94117647
3;ECO;S2M4;M4_200_50%;5;R6;B;5051;32;0;5;2;39;0;45.88235294
3;ECO;S2M4;M4_200_50%;5;R6;A;5127;26;1;4;1;32;0.03125;37.64705882
3;ECO;S2M4;M4_200_50%;5;R6;2A;606;1;0;1;1;3;0;3.529411765
3;ECO;S2M4;M4_200_50%;5;R6;3A;0;0;0;0;0;0;NA;0
3;ECO;S2M4;M4_200_50%;6;R6;C;2221;22;0;0;1;23;0;24.21052632
3;ECO;S2M4;M4_200_50%;6;R6;B;4603;31;1;3;0;35;0.028571429;36.84210526
3;ECO;S2M4;M4_200_50%;6;R6;A;4987;21;2;5;3;31;0.064516129;32.63157895
3;ECO;S2M4;M4_200_50%;6;R6;2A;1125;5;0;1;0;6;0;6.315789474
3;ECO;S2M4;M4_200_50%;6;R6;3A;0;0;0;0;0;0;NA;0
3;REF;S1M1;M1_400_100%;1;R3;C;2922;22;1;6;2;31;0.032258065;29.52380952
3;REF;S1M1;M1_400_100%;1;R3;B;3343;20;0;5;2;27;0;25.71428571
3;REF;S1M1;M1_400_100%;1;R3;A;5896;30;1;4;0;35;0.028571429;33.33333333
3;REF;S1M1;M1_400_100%;1;R3;2A;2388;4;0;6;2;12;0;11.42857143
3;REF;S1M1;M1_400_100%;1;R3;3A;0;0;0;0;0;0;NA;0
3;REF;S1M1;M1_400_100%;2;R3;C;1093;8;0;6;0;14;0;14.14141414
3;REF;S1M1;M1_400_100%;2;R3;B;2084;8;0;6;2;16;0;16.16161616
3;REF;S1M1;M1_400_100%;2;R3;A;7971;40;0;6;3;49;0;49.49494949
3;REF;S1M1;M1_400_100%;2;R3;2A;3641;14;0;4;1;19;0;19.19191919
3;REF;S1M1;M1_400_100%;2;R3;3A;227;1;0;0;0;1;0;1.01010101
3;REF;S1M1;M1_400_100%;3;R4;C;916;3;0;5;1;9;0;9.375
3;REF;S1M1;M1_400_100%;3;R4;B;4385;22;1;8;3;34;0.029411765;35.41666667
3;REF;S1M1;M1_400_100%;3;R4;A;7505;29;2;10;2;43;0.046511628;44.79166667
3;REF;S1M1;M1_400_100%;3;R4;2A;1954;6;0;3;1;10;0;10.41666667
3;REF;S1M1;M1_400_100%;3;R4;3A;0;0;0;0;0;0;NA;0
3;REF;S1M1;M1_400_100%;4;R4;C;3500;25;0;13;3;41;0;35.04273504
3;REF;S1M1;M1_400_100%;4;R4;B;4761;26;0;12;0;38;0;32.47863248
3;REF;S1M1;M1_400_100%;4;R4;A;4254;21;0;4;1;26;0;22.22222222
3;REF;S1M1;M1_400_100%;4;R4;2A;2560;10;0;2;0;12;0;10.25641026
3;REF;S1M1;M1_400_100%;4;R4;3A;0;0;0;0;0;0;NA;0
3;REF;S1M1;M1_400_100%;5;R5;C;4424;36;0;11;3;50;0;41.66666667
3;REF;S1M1;M1_400_100%;5;R5;B;5367;30;0;6;4;40;0;33.33333333
3;REF;S1M1;M1_400_100%;5;R5;A;4120;19;0;4;2;25;0;20.83333333
3;REF;S1M1;M1_400_100%;5;R5;2A;558;2;1;0;0;3;0.333333333;2.5
3;REF;S1M1;M1_400_100%;5;R5;3A;491;1;0;1;0;2;0;1.666666667
3;REF;S1M1;M1_400_100%;6;R5;C;569;5;0;0;1;6;0;7.792207792
3;REF;S1M1;M1_400_100%;6;R5;B;2009;11;0;2;2;15;0;19.48051948
3;REF;S1M1;M1_400_100%;6;R5;A;5566;27;0;5;2;34;0;44.15584416
3;REF;S1M1;M1_400_100%;6;R5;2A;4086;14;0;4;2;20;0;25.97402597
3;REF;S1M1;M1_400_100%;6;R5;3A;488;1;0;1;0;2;0;2.597402597
3;REF;S1M2;M2_200_100%;1;R3;C;0;0;0;0;0;0;NA;0
3;REF;S1M2;M2_200_100%;1;R3;B;542;1;0;3;0;4;0;8.695652174
3;REF;S1M2;M2_200_100%;1;R3;A;3407;14;0;5;1;20;0;43.47826087
3;REF;S1M2;M2_200_100%;1;R3;2A;4614;17;1;4;0;22;0.045454545;47.82608696
3;REF;S1M2;M2_200_100%;1;R3;3A;0;0;0;0;0;0;NA;0
3;REF;S1M2;M2_200_100%;2;R3;C;986;7;1;3;1;12;0.083333333;18.18181818
3;REF;S1M2;M2_200_100%;2;R3;B;1100;4;0;2;2;8;0;12.12121212
3;REF;S1M2;M2_200_100%;2;R3;A;3428;14;0;5;2;21;0;31.81818182
3;REF;S1M2;M2_200_100%;2;R3;2A;3692;10;1;6;2;19;0.052631579;28.78787879
3;REF;S1M2;M2_200_100%;2;R3;3A;1472;3;0;2;1;6;0;9.090909091
3;REF;S1M2;M2_200_100%;3;R4;C;375;3;0;1;0;4;0;7.692307692
3;REF;S1M2;M2_200_100%;3;R4;B;493;1;1;2;0;4;0.25;7.692307692
3;REF;S1M2;M2_200_100%;3;R4;A;3445;14;0;5;2;21;0;40.38461538
3;REF;S1M2;M2_200_100%;3;R4;2A;4303;14;0;4;2;20;0;38.46153846
3;REF;S1M2;M2_200_100%;3;R4;3A;778;2;1;0;0;3;0.333333333;5.769230769
3;REF;S1M2;M2_200_100%;4;R4;C;327;1;1;0;1;3;0.333333333;4.615384615
3;REF;S1M2;M2_200_100%;4;R4;B;628;3;0;0;2;5;0;7.692307692
3;REF;S1M2;M2_200_100%;4;R4;A;3451;14;1;1;5;21;0.047619048;32.30769231
3;REF;S1M2;M2_200_100%;4;R4;2A;7085;27;1;6;1;35;0.028571429;53.84615385
3;REF;S1M2;M2_200_100%;4;R4;3A;213;1;0;0;0;1;0;1.538461538
3;REF;S1M2;M2_200_100%;5;R5;C;397;3;0;1;0;4;0;11.42857143
3;REF;S1M2;M2_200_100%;5;R5;B;686;4;0;0;1;5;0;14.28571429
3;REF;S1M2;M2_200_100%;5;R5;A;1464;5;0;3;1;9;0;25.71428571
3;REF;S1M2;M2_200_100%;5;R5;2A;3046;9;0;3;2;14;0;40
3;REF;S1M2;M2_200_100%;5;R5;3A;786;2;0;1;0;3;0;8.571428571
3;REF;S1M2;M2_200_100%;6;R5;C;371;4;0;0;0;4;0;4.87804878
3;REF;S1M2;M2_200_100%;6;R5;B;1431;9;0;1;1;11;0;13.41463415
3;REF;S1M2;M2_200_100%;6;R5;A;3966;21;0;1;2;24;0;29.26829268
3;REF;S1M2;M2_200_100%;6;R5;2A;8356;31;3;5;1;40;0.075;48.7804878
3;REF;S1M2;M2_200_100%;6;R5;3A;700;3;0;0;0;3;0;3.658536585
3;REF;S1M3;M3_400_50%;1;R2;C;3401;31;0;1;1;33;0;28.44827586
3;REF;S1M3;M3_400_50%;1;R2;B;7225;48;0;5;2;55;0;47.4137931
3;REF;S1M3;M3_400_50%;1;R2;A;3147;16;0;3;0;19;0;16.37931034
3;REF;S1M3;M3_400_50%;1;R2;2A;1816;5;0;3;1;9;0;7.75862069
3;REF;S1M3;M3_400_50%;1;R2;3A;0;0;0;0;0;0;NA;0
3;REF;S1M3;M3_400_50%;2;R2;C;1408;14;0;0;0;14;0;14.58333333
3;REF;S1M3;M3_400_50%;2;R2;B;3958;25;0;2;2;29;0;30.20833333
3;REF;S1M3;M3_400_50%;2;R2;A;7089;35;0;7;1;43;0;44.79166667
3;REF;S1M3;M3_400_50%;2;R2;2A;2030;7;0;2;1;10;0;10.41666667
3;REF;S1M3;M3_400_50%;2;R2;3A;0;0;0;0;0;0;NA;0
3;REF;S1M3;M3_400_50%;3;R2;C;5636;59;0;0;1;60;0;51.72413793
3;REF;S1M3;M3_400_50%;3;R2;B;6269;39;0;6;2;47;0;40.51724138
3;REF;S1M3;M3_400_50%;3;R2;A;1322;4;1;2;1;8;0.125;6.896551724
3;REF;S1M3;M3_400_50%;3;R2;2A;201;0;0;0;1;1;0;0.862068966
3;REF;S1M3;M3_400_50%;3;R2;3A;0;0;0;0;0;0;NA;0
3;REF;S1M3;M3_400_50%;4;R6;C;2004;22;0;1;0;23;0;24.46808511
3;REF;S1M3;M3_400_50%;4;R6;B;4298;27;0;3;2;32;0;34.04255319
3;REF;S1M3;M3_400_50%;4;R6;A;5570;29;0;2;3;34;0;36.17021277
3;REF;S1M3;M3_400_50%;4;R6;2A;1052;4;0;0;1;5;0;5.319148936
3;REF;S1M3;M3_400_50%;4;R6;3A;0;0;0;0;0;0;NA;0
3;REF;S1M3;M3_400_50%;5;R6;C;2259;21;0;2;2;25;0;28.40909091
3;REF;S1M3;M3_400_50%;5;R6;B;5718;32;0;10;2;44;0;50
3;REF;S1M3;M3_400_50%;5;R6;A;3246;14;0;4;1;19;0;21.59090909
3;REF;S1M3;M3_400_50%;5;R6;2A;0;0;0;0;0;0;NA;0
3;REF;S1M3;M3_400_50%;5;R6;3A;0;0;0;0;0;0;NA;0
3;REF;S1M3;M3_400_50%;6;R6;C;2741;25;1;3;1;30;0.033333333;42.25352113
3;REF;S1M3;M3_400_50%;6;R6;B;2919;19;1;4;0;24;0.041666667;33.8028169
3;REF;S1M3;M3_400_50%;6;R6;A;2199;13;0;1;0;14;0;19.71830986
3;REF;S1M3;M3_400_50%;6;R6;2A;421;1;0;0;1;2;0;2.816901408
3;REF;S1M3;M3_400_50%;6;R6;3A;260;0;0;1;0;1;0;1.408450704
3;REF;S1M4;M4_200_50%;1;R2;C;569;5;0;2;0;7;0;8.860759494
3;REF;S1M4;M4_200_50%;1;R2;B;2794;14;0;3;3;20;0;25.3164557
3;REF;S1M4;M4_200_50%;1;R2;A;4410;19;0;6;0;25;0;31.64556962
3;REF;S1M4;M4_200_50%;1;R2;2A;5632;18;0;7;1;26;0;32.91139241
3;REF;S1M4;M4_200_50%;1;R2;3A;250;1;0;0;0;1;0;1.265822785
3;REF;S1M4;M4_200_50%;2;R2;C;1431;9;0;5;0;14;0;16.47058824
3;REF;S1M4;M4_200_50%;2;R2;B;3916;22;0;6;1;29;0;34.11764706
3;REF;S1M4;M4_200_50%;2;R2;A;5488;24;0;9;1;34;0;40
3;REF;S1M4;M4_200_50%;2;R2;2A;1572;3;0;4;1;8;0;9.411764706
3;REF;S1M4;M4_200_50%;2;R2;3A;0;0;0;0;0;0;NA;0
3;REF;S1M4;M4_200_50%;3;R2;C;1255;11;1;0;0;12;0.083333333;14.63414634
3;REF;S1M4;M4_200_50%;3;R2;B;4582;27;0;5;2;34;0;41.46341463
3;REF;S1M4;M4_200_50%;3;R2;A;4880;27;0;3;0;30;0;36.58536585
3;REF;S1M4;M4_200_50%;3;R2;2A;1202;4;0;1;1;6;0;7.317073171
3;REF;S1M4;M4_200_50%;3;R2;3A;0;0;0;0;0;0;NA;0
3;REF;S1M4;M4_200_50%;4;R6;C;263;3;0;0;0;3;0;27.27272727
3;REF;S1M4;M4_200_50%;4;R6;B;123;0;0;0;1;1;0;9.090909091
3;REF;S1M4;M4_200_50%;4;R6;A;673;2;0;1;1;4;0;36.36363636
3;REF;S1M4;M4_200_50%;4;R6;2A;666;2;0;0;1;3;0;27.27272727
3;REF;S1M4;M4_200_50%;4;R6;3A;0;0;0;0;0;0;NA;0
3;REF;S1M4;M4_200_50%;5;R6;C;471;5;0;0;0;5;0;8.474576271
3;REF;S1M4;M4_200_50%;5;R6;B;4928;31;0;5;2;38;0;64.40677966
3;REF;S1M4;M4_200_50%;5;R6;A;2256;14;0;0;0;14;0;23.72881356
3;REF;S1M4;M4_200_50%;5;R6;2A;177;1;0;0;0;1;0;1.694915254
3;REF;S1M4;M4_200_50%;5;R6;3A;242;1;0;0;0;1;0;1.694915254
3;REF;S1M4;M4_200_50%;6;R6;C;1123;9;0;2;1;12;0;19.67213115
3;REF;S1M4;M4_200_50%;6;R6;B;3060;17;0;5;7;29;0;47.54098361
3;REF;S1M4;M4_200_50%;6;R6;A;2713;14;0;2;1;17;0;27.86885246
3;REF;S1M4;M4_200_50%;6;R6;2A;569;1;0;2;0;3;0;4.918032787
3;REF;S1M4;M4_200_50%;6;R6;3A;0;0;0;0;0;0;NA;0
